Name	Field	Morpho	Sp (mJy)	err_Sp	Sint (Jy km/s)	err	RMS (mJy/beam)	V_sys (km/s)	w50	DL (Mpc)	log M_HI	D_HI (kpc)
MGTH_J022415.6-044153	XMMLSS14_1310	SP	5.2105184896072645	0.08609972837194511	1.0748310794521059	0.0537415539726053	0.08609972837194511	20018.116905082992	264.458876	310.88562463049567	10.330768689621015	86.09937521846008
MGTH_J022417.6-041710	XMMLSS14_1310	SP	3.2834653056966068	0.16568914482128996	0.2680993595786887	0.013404967978934436	0.16568914482128996	20934.821536008458	190.352912	327.66029855523146	9.770496792821923	46.665938031428865
MGTH_J022419.1-050041	XMMLSS14_1330	SP	3.2634125142496777	0.0839296130791789	0.3834089515176476	0.01917044757588238	0.0839296130791789	11854.517369536597	126.41056999999999	178.8886661493344	9.426506003319922	23.9883291901949
MGTH_J022422.4-052604	XMMLSS14_1310	ME	9.436635331023883	0.17772132429107296	0.8543101638817993	0.042715508194089966	0.17772132429107296	21936.590827898483	161.807513	343.81212646019316	10.312865484036317	87.09635899560806
MGTH_J022427.1-043533	XMMLSS14_1310	SP	2.767826147244553	0.0943493743111414	0.3411343097653428	0.017056715488267142	0.0943493743111414	20781.873050327697	254.470865	322.84832174535165	9.863097900836298	50.23425895223869
MGTH_J022429.6-044037	XMMLSS14_1330	SP	3.507659378235532	0.09873391268048737	0.521654835212608	0.0260827417606304	0.09873391268048737	12933.003339502784	207.836805	194.91051370764092	9.631801942784882	38.815036599064825
MGTH_J022430.0-043614	XMMLSS14_1310	SP	10.471163714334622	0.10350896206445008	2.389156927914571	0.11945784639572855	0.10350896206445008	19994.65352670554	322.044683	310.88562463049567	10.677673150384372	139.95873225726177
MGTH_J022438.7-043418	XMMLSS14_1330	SP	7.355352538164593	0.12484342370596575	1.2286419341141863	0.06143209670570932	0.12484342370596575	12829.594295928817	236.707204	193.4459444320993	9.997559589784624	63.82634861905486
MGTH_J022443.4-045158	XMMLSS14_1330	IR	2.1879563036760845	0.09719982457782718	0.15341571342244906	0.007670785671122453	0.09719982457782718	12026.361700611758	102.892003	181.06297282791823	9.038808199515524	21.134890398366466
MGTH_J022444.3-042845	XMMLSS14_1310	SP	2.8496555262755496	0.12420399792585728	0.29300656972825023	0.014650328486412513	0.12420399792585728	22704.584241415985	167.48820800000001	357.6737723667005	9.880118928781338	50.81594425605605
MGTH_J022444.4-043351	XMMLSS14_1330	SP	3.6676900740477234	0.13244417936741998	0.6874122477720052	0.034370612388600265	0.13244417936741998	8844.639489652445	377.60559900000004	129.12427281960902	9.406169812212159	32.58367010020087
MGTH_J022447.5-044645	XMMLSS14_1330	SP	19.33592286176064	0.10645387108564873	3.3456748437733412	0.16728374218866707	0.10645387108564873	9639.976891509546	176.29908899999998	143.1531484581401	10.180387481468848	67.92036326171846
MGTH_J022454.9-052548	XMMLSS14_1310	SP	4.3956196115840385	0.23934314847105606	0.15185064804211426	0.007592532402105712	0.23934314847105606	23367.592818859648	92.711399	369.1875863209772	9.620245737493512	39.810717055349734
MGTH_J022455.3-041735	XMMLSS14_1330	SP	14.728794267814429	0.3111195035128552	2.5128664165220536	0.1256433208261027	0.3111195035128552	12921.53692601239	312.926754	194.91051370764092	10.31458810777572	89.74287945007487
MGTH_J022456.0-051918	XMMLSS14_1330	SP	8.831485575493529	0.19897907870955767	0.7820867615689177	0.039104338078445884	0.19897907870955767	15644.792152790536	178.291962	238.06178386334113	9.973609348776678	58.34451042737448
MGTH_J022504.2-051611	XMMLSS14_1310	SP	5.945298512841427	0.1748352036907833	0.33077291510821394	0.016538645755410697	0.1748352036907833	22373.538679882407	96.702279	351.1370047664683	9.917852204924175	64.71426157485831
MGTH_J022504.9-044225	XMMLSS14_1330	SP	3.9873345807665066	0.14717871275745056	0.6182957895571268	0.030914789477856343	0.14717871275745056	15575.292647440645	203.220305	237.31004379093318	9.868937552525864	51.88000389289612
MGTH_J022506.4-052105	XMMLSS14_1330	SP	2.8337872773907136	0.2521667431713482	0.2614358107634681	0.013071790538173408	0.2521667431713482	15563.70376571632	217.5525	237.31004379093318	9.495106339247364	40.45758916974427
MGTH_J022509.0-051228	XMMLSS14_1310	ME	3.2062657192366566	0.14818550988326473	0.5108441652308577	0.025542208261542892	0.14818550988326473	23628.396327602335	101.790865	373.32063693909066	10.156096130081876	76.91304402866095
MGTH_J022511.5-042047	XMMLSS14_1310	IR	2.5944864573144883	0.21634296636274344	0.1961647416057835	0.009808237080289177	0.21634296636274344	19900.73601648787	98.013407	310.09151238771284	9.58996451302295	27.227013080779127
MGTH_J022512.4-040915	XMMLSS14_1330	SP	9.678457005054415	0.54363381703644	0.6040221715800607	0.030201108579003037	0.54363381703644	18168.60011720977	92.978205	280.2306658609528	9.995622741489267	45.708818961487495
MGTH_J022520.8-050137	XMMLSS14_1330	SP	4.015776419123939	0.17173100935459212	0.2911592781848454	0.014557963909242268	0.17173100935459212	15644.787326527085	93.355985	238.82115536410103	9.547115984434628	35.80964371026361
