Name	RA	DEC	V_sys (km/s)	z	w50 (km/s)	D_67 (Mpc)	D_70 (Mpc)	S_int (Jy km/s)	HI size (kpc)	HI size err	log D_HI	log D_HI err	log M_HI (70)	err (70)	log M_HI (67)	err (67)	Inclination	Morpho	RMS (mJy/beam)	Field
MGTH_J100129.9+021705	150.374764	2.284714	22580	0.07565996	252.017544	355.4385527	342.5268112	0.254179534	55.52109688	0.096107503	1.744458037	0.023953497	9.783355002	0.003541969	9.815494923	0.003541969	TRUE	S	0.043953377	COSMOS_1310
MGTH_J095959.9+015913	149.999505	1.986945	24079	0.080276403	138.665789	378.312971	364.589024	0.272647599	48.25066901	0.103400779	1.683503339	0.026704349	9.864314363	0.00313908	9.896409647	0.00313908	TRUE	S	0.041632227	COSMOS_1310
MGTH_J095954.5+020017	149.977184	2.004803	23373	0.077877757	137.153648	366.4111757	353.1095601	0.168876737	49.34135371	0.099506766	1.69321106	0.02555134	9.630425046	0.005095577	9.662543517	0.005095577	TRUE	S	0.041937996	COSMOS_1310
MGTH_J100107.1+015416	150.279441	1.904478	23206	0.077535962	178.945732	364.718141	351.4766493	0.291276356	65.11287124	0.098952978	1.813666847	0.023721575	9.863409927	0.003531612	9.895531703	0.003531612	TRUE	S	0.050146403	COSMOS_1310
MGTH_J100011.7+020441	150.048774	2.077952	23360	0.077535962	63.987169	364.718141	351.4766493	0.066736292	27.59207656	0.098952978	1.440784386	0.029860841	9.223466765	0.011645533	9.255588541	0.011645533	TRUE	D	0.037886377	COSMOS_1310
MGTH_J095914.9+014911	149.812229	1.819601	23745	0.079075747	91.160801	372.3509955	358.8385349	0.164376024	44.43966885	0.101449984	1.647770814	0.026768704	9.631708044	0.007974483	9.663814933	0.007974483	TRUE	D	0.063822786	COSMOS_1310
MGTH_J100103.7+013055	150.26522	1.515149	24530	0.081651858	96.637396	385.1539039	371.18747	0.268512048	64.64112875	0.105275814	1.810508931	0.025281341	9.872150678	0.009888816	9.904232671	0.009888816	TRUE	S	0.129074899	COSMOS_1310
MGTH_J100218.5+014542	150.576952	1.761712	24505	0.081135652	111.151525	382.5851402	368.7097376	0.1966901	51.82255702	0.104611336	1.714518838	0.026528253	9.731566623	0.011096619	9.763653604	0.011096619	TRUE	S	0.106119317	COSMOS_1310
MGTH_J095920.5+024626	149.835239	2.773901	23398	0.077365146	156.918271	363.8722985	350.6608491	0.131614359	37.69924671	0.098677609	1.576332672	0.027217166	9.516527277	0.014198899	9.548650705	0.014198899	TRUE	S	0.091112545	COSMOS_1310
MGTH_J095901.7+023700	149.757213	2.616789	23565	0.078561997	54.869233	369.8026508	356.3806308	0.074984624	37.80726121	0.100611366	1.577575218	0.027728676	9.285285463	0.019599565	9.317397318	0.019599565	TRUE	S	0.071586135	COSMOS_1310
MGTH_J100006.3+023808	150.0262	2.635676	18849	0.062707852	213.997723	291.9723521	281.3254596	0.068904074	15.79630018	0.080572663	1.198555378	0.02922818	9.056010482	0.016565858	9.088275865	0.016565858	TRUE	ET	0.056299584	COSMOS_1310
MGTH_J100143.7+021953	150.43203	2.331279	18588	0.062043573	90.895991	288.7458206	278.2145212	0.095988835	20.38129809	0.079759794	1.309231841	0.026487418	9.190870925	0.010703433	9.22314275	0.010703433	FALSE	S	0.050688497	COSMOS_1310
MGTH_J100148.9+022630	150.453582	2.441562	18662	0.062043573	82.429746	288.7458206	278.2145212	0.143551535	30.20043439	0.079759794	1.48001319	0.023430988	9.365658043	0.008238791	9.397929869	0.008238791	FALSE	S	0.058349472	COSMOS_1310
MGTH_J100206.3+022053	150.526091	2.348021	18700	0.062043573	44	288.7458206	278.2145212	0.050942137	21.53916576	0.079759794	1.333228878	0.026010666	8.915727359	0.024257951	8.947999185	0.024257951	FALSE	S	0.060967288	COSMOS_1310
MGTH_J100217.9+015124	150.574384	1.856795	18799	0.062375609	254.170715	290.3582328	279.769162	0.484035245	62.27406747	0.080165927	1.794307233	0.019425186	9.898095774	0.003787128	9.930364379	0.003787128	TRUE	S	0.090425926	COSMOS_1310
MGTH_J100212.7+015100	150.552889	1.850084	18849	0.062707852	123.794054	291.9723521	281.3254596	0.096795067	27.50809197	0.080572663	1.439460468	0.024336613	9.203618807	0.018986907	9.23588419	0.018986907	TRUE	Irr	0.090647077	COSMOS_1310
MGTH_J100117.1+020337	150.321183	2.060275	18451	0.061545909	181.511418	286.3303983	275.8856622	0.171301511	32.48411949	0.079151731	1.511671099	0.022765399	9.435517179	0.005217503	9.467793833	0.005217503	TRUE	ET	0.0441041	COSMOS_1310
MGTH_J100003.9+015253	150.016264	1.881498	19561	0.065206314	189.860232	304.1328565	293.0506998	0.293635795	37.02254027	0.083245605	1.568466214	0.023075882	9.719002344	0.00335989	9.7512435	0.00335989	TRUE	S	0.048574246	COSMOS_1310
MGTH_J095755.9+022608	149.482923	2.435629	21424	0.071251634	71.567956	333.7193051	321.5807455	0.250956695	30.07564519	0.088206295	1.478214953	0.025943834	9.726571153	0.008788042	9.758753739	0.008788042	TRUE	SM	0.108051094	COSMOS_1310
MGTH_J100031.4+022553	150.130722	2.431341	24247	0.081135652	182.412395	382.5851402	368.7097376	0.042855473	20.13799415	0.104611336	1.30401621	0.034879313	9.069790417	0.019590809	9.101877398	0.019590809	FALSE	SM	0.040820651	COSMOS_1310
MGTH_J100121.2+024714	150.338308	2.787292	21893	0.072942861	97.796432	342.0374029	329.6024973	0.141864324	30.59358549	0.090473305	1.485630378	0.026477797	9.498876278	0.013904252	9.531042491	0.013904252	TRUE	S	0.096509294	COSMOS_1310
MGTH_J100002.4+023522	150.009811	2.589387	23693	0.078561997	438.769054	369.8026508	356.3806308	0.077381351	30.99784202	0.100611366	1.491331461	0.029332226	9.298949553	0.013361603	9.331061409	0.013361603	FALSE	S	0.050362252	COSMOS_1310
MGTH_J095957.4+015914	149.989062	1.987268	24066	0.079418519	138.310911	374.0521523	360.4793325	0.050660644	134.5302947	0.102007178	2.128820094	0.020833582	9.124227006	0.017020056	9.156330581	0.017020056	FALSE	SM	0.041971016	COSMOS_1310
MGTH_J100031.3+020752	150.1305	2.131027	23501	0.078219768	181.496091	368.1060116	354.7442199	0.048017404	29.79512037	0.100058312	1.474145144	0.029511079	9.087990038	0.015693432	9.120105203	0.015693432	TRUE	S	0.036715034	COSMOS_1310
MGTH_J095923.2+024137	149.846692	2.693685	14281	0.047636705	228.339796	219.4598656	211.4215413	0.248197772	26.05274047	0.05942895	1.415853413	0.01824954	9.376850222	0.006022028	9.409261971	0.006022028	TRUE	SM	0.074686966	COSMOS_1330
MGTH_J100143.2+024109	150.430155	2.685806	14100	0.046991129	183.626062	216.3862564	208.4590049	0.821155076	59.76368449	0.058685164	1.776437364	0.014363179	9.884755785	0.00223503	9.917173811	0.00223503	TRUE	S	0.091760513	COSMOS_1330
MGTH_J100009.3+024247	150.038618	2.713136	9795	0.032672382	177.072018	148.9081324	143.4299046	0.966778391	44.15236317	0.043203476	1.644953953	0.011419237	9.642856515	0.001440031	9.67541393	0.001440031	TRUE	SM	0.070495294	COSMOS_1330
MGTH_J095901.7+023300	149.756951	2.549942	8682	0.028920153	156.135103	131.4466394	126.6054774	0.349772485	21.11394229	0.039627207	1.32456933	0.013007413	9.096102573	0.003714796	9.128696557	0.003714796	TRUE	D	0.066018708	COSMOS_1330
MGTH_J100313.9+022031	150.807844	2.341862	11641	0.038987284	175.000118	178.5033435	171.948504	0.42154341	35.10801369	0.049769913	1.545406259	0.014002203	9.434593929	0.007830377	9.467089836	0.007830377	TRUE	S	0.166197555	COSMOS_1330
MGTH_J100041.1+022446	150.171143	2.412895	14100	0.046991129	65.7126	216.3862564	208.4590049	0.190236131	21.60446148	0.058685164	1.334543445	0.019119114	9.249623607	0.004306326	9.282041633	0.004306326	TRUE	D	0.040958793	COSMOS_1330
MGTH_J100137.1+020624	150.404485	2.106620	13388	0.044577288	64.533841	204.917688	197.4052484	0.054469804	8.394441244	0.055940811	0.923991794	0.026322844	8.661167334	0.017961666	8.693608839	0.017961666	TRUE	ET	0.049018775	COSMOS_1330
MGTH_J100055.2+022344	150.230087	2.395457	13328	0.044256283	231.426015	203.3953735	195.9380386	0.413013398	35.97747821	0.055579648	1.556030719	0.01552994	9.534762746	0.002007836	9.567207373	0.002007836	TRUE	S	0.041559875	COSMOS_1330
MGTH_J100115.2+021823	150.313451	2.306401	8612	0.02845304	163.045308	129.2793445	124.5173509	0.645757911	30.91415574	0.039199054	1.490157391	0.011437092	9.348335833	0.001342414	9.380934371	0.001342414	TRUE	S	0.044064478	COSMOS_1330
MGTH_J095720.6+015507	149.335627	1.918625	9619	0.032045111	195.74656	145.9826151	140.6110255	3.534227322	58.53522355	0.042571617	1.767417281	0.010472569	10.18911116	0.001269344	10.22167468	0.001269344	TRUE	SM	0.227291039	COSMOS_1330
MGTH_J100236.5+014836	150.652261	1.809967	13641	0.045541487	137.319486	209.4942543	201.8162135	0.886184331	58.90356409	0.057029196	1.770141574	0.014007525	9.890928919	0.003091566	9.923361044	0.003091566	TRUE	S	0.137150432	COSMOS_1330
MGTH_J095934.2+013706	149.892392	1.618295	9572	0.031888412	83.665791	145.2521935	139.9072346	0.143193077	17.61510117	0.042416469	1.245885142	0.014802282	8.792512181	0.014327724	8.825077235	0.014327724	TRUE	D	0.10396075	COSMOS_1330
MGTH_J100313.5+015343	150.806308	1.895350	13689	0.045541487	130.124268	209.4942543	201.8162135	0.323226094	36.51436553	0.057029196	1.562463759	0.015869362	9.452911267	0.012944256	9.485343392	0.012944256	TRUE	S	0.209448908	COSMOS_1330
MGTH_J100212.1+030312	150.550541	3.053238	8974	0.029855651	186.352585	135.7914551	130.7916473	0.778459889	30.46391271	0.040444499	1.483785682	0.011851149	9.471018833	0.014696308	9.503603698	0.014696308	TRUE	S	0.580789937	COSMOS_1330
MGTH_J100035.1+011433	150.146449	1.242436	13798	0.046185277	162.310942	212.553336	204.7646549	1.006807239	54.25403331	0.057762367	1.73443203	0.01447971	9.958414396	0.012084949	9.990840259	0.012084949	TRUE	S	0.608754746	COSMOS_1330
MGTH_J100048.1+011414	150.20061	1.237149	13870	0.046185277	73.442786	212.553336	204.7646549	1.620121641	75.74471379	0.057762367	1.879352329	0.013363153	10.16501569	0.007537322	10.19744155	0.007537322	TRUE	S	0.6109644	COSMOS_1330
MGTH_J100259.0+022035	150.746028	2.342968	13292	0.044256283	267.157906	203.3953735	195.9380386	0.930770238	61.88733593	0.055579648	1.791601788	0.013487966	9.887641093	0.002731025	9.920085721	0.002731025	TRUE	SM	0.127394345	COSMOS_1330
MGTH_J100110.7+024956	150.294581	2.832219	17250	0.057416776	44	266.3501722	256.6224338	0.092878647	12.39166974	0.071353523	1.09312983	0.028380225	9.110188012	0.023474847	9.142504737	0.023474847	TRUE	D	0.108043761	COSMOS_1330
MGTH_J100008.1+024554	150.033782	2.765133	8658	0.029075951	272.108844	132.1698278	127.3022534	0.605801368	39.97659908	0.039779641	1.601805845	0.010797498	9.33928286	0.00267413	9.371875326	0.00267413	TRUE	SM	0.082299497	COSMOS_1330
MGTH_J100357.1+022505	150.988075	2.418039	7994	0.026588825	382.401402	120.6441157	116.1977685	1.442644838	25.06684081	0.038537934	1.399099603	0.011976005	9.638937223	0.007153494	9.671553937	0.007153494	TRUE	SM	0.525479044	COSMOS_1330
MGTH_J100352.4+022534	150.968441	2.426136	8064	0.026743918	61.088377	121.3616489	116.8890604	0.365996615	20.60720242	0.038682792	1.314019037	0.012799362	9.048275813	0.021837969	9.080891014	0.021837969	TRUE	SM	0.406916133	COSMOS_1330
MGTH_J100243.1+015944	150.679479	1.995548	18029	0.059890392	103.655006	278.3066109	268.149607	0.19638038	48.5817462	0.074597873	1.686473121	0.019231767	10.04554338	0.002910904	9.503798517	0.010916049	TRUE	D	0.106009622	COSMOS_1330
MGTH_J100122.9+014737	150.345539	1.793541	7495	0.024885888	93.583306	112.7759736	108.6175306	0.218980512	12.74974238	0.037018353	1.105501409	0.014558947	8.763029576	0.006055113	8.795662896	0.006055113	TRUE	Irr	0.067622302	COSMOS_1330
MGTH_J095951.4+014224	149.964278	1.706680	7542	0.025040467	90.70459	113.4893902	109.3048308	0.257780647	15.67351252	0.037144379	1.195166335	0.013512538	8.839222286	0.005500254	8.871854099	0.005500254	TRUE	Irr	0.072299112	COSMOS_1330
MGTH_J095822.5+013505	149.593779	1.584713	8250	0.027364759	66.695312	124.2355387	119.6578716	0.413503644	24.84067877	0.038236165	1.395163459	0.011915751	9.121087845	0.010643949	9.153696993	0.010643949	TRUE	SM	0.223949031	COSMOS_1330
MGTH_J100023.8+022205	150.099013	2.368161	9819	0.032672382	46.215222	148.9081324	143.4299046	0.025826617	24.87919209	0.043203476	1.395836273	0.013457252	8.069597104	0.030608527	8.102154519	0.030608527	FALSE	D	0.040028677	COSMOS_1330
MGTH_J095728.7+030509	149.369742	3.085745	17608	0.0587346	140.889785	272.7151449	262.7588124	4.509840164	111.1749006	0.07307152	2.04600675	0.015527919	10.8158768	0.01090358	10.84818074	0.01090358	TRUE	SM	2.434060269	COSMOS_1330
MGTH_J095727.3+015221	149.363779	1.872430	9854	0.032829318	97.453322	149.6404705	144.1355543	0.450458194	28.18612887	0.043364866	1.450035433	0.013002641	9.315314907	0.010180993	9.347870793	0.010180993	TRUE	S	0.232190337	COSMOS_1330
MGTH_J100236.5+014618	150.652188	1.771678	13569	0.045261425	67.143886	208.1643206	200.5343934	0.142867114	21.93790946	0.056710983	1.34119524	0.01838431	9.09303545	0.019427099	9.125470299	0.019427099	TRUE	D	0.138981373	COSMOS_1330
MGTH_J100031.6+031219	150.131525	3.205297	2167	0.007115686	128.806247	31.8218365	30.64233495	3.441959457	14.99991502	0.022521245	1.176088799	0.008325771	8.875466027	0.004818197	8.908272796	0.004818197	TRUE	S	0.860218006	COSMOS_1380
MGTH_J100222.7+022520	150.594617	2.422255	6422	0.021343395	125.85314	96.4698968	92.90901941	0.398523466	18.40233259	0.032341602	1.264872876	0.01111698	8.890401369	0.004032648	8.923069244	0.004032648	TRUE	S	0.082232146	COSMOS_1380
MGTH_J100153.8+022449	150.474191	2.413661	2055	0.006817289	65.756668	30.48051127	29.35062852	0.257561494	4.448477146	0.022413348	0.648211364	0.015033574	7.712389703	0.004567216	7.745199387	0.004567216	TRUE	ET	0.061034812	COSMOS_1380
MGTH_J100128.0+022025	150.366572	2.340383	2055	0.006817289	44	30.48051127	29.35062852	0.068182583	1.948237131	0.022413348	0.289641816	0.033644775	7.13518222	0.012862971	7.167991904	0.012862971	FALSE	D	0.045505081	COSMOS_1380
MGTH_J095846.8+022051	149.695121	2.347518	1753	0.005774292	119.881986	25.79684409	24.84028893	2.906614681	12.60168433	0.022079122	1.100428596	0.008723527	8.620874974	0.000351515	8.653694845	0.000351515	TRUE	S	0.053066502	COSMOS_1380
MGTH_J095904.3+021516	149.767885	2.254443	7414	0.02457687	92.104034	111.350259	107.2440149	0.224899321	15.07677531	0.035455168	1.178308463	0.013082559	8.763820465	0.004049988	8.796456799	0.004049988	TRUE	Irr	0.046465291	COSMOS_1380
MGTH_J095914.9+021131	149.811985	2.192030	7356	0.02457687	108.913617	111.350259	107.2440149	0.096304874	7.966636103	0.035455168	0.90127498	0.01710387	8.39548059	0.008949428	8.428116924	0.008949428	TRUE	D	0.043967357	COSMOS_1380
MGTH_J095927.9+020025	149.866208	2.006979	3900	0.012970701	86.778544	58.26194269	56.10611091	0.508705161	12.06911453	0.02554125	1.081675409	0.010266381	8.565467994	0.001713603	8.598217585	0.001713603	TRUE	D	0.044960124	COSMOS_1380
MGTH_J100211.2+020118	150.546806	2.021576	6422	0.021343395	104.784185	96.4698968	92.90901941	0.312012956	17.31068036	0.032341602	1.238314137	0.011355411	8.784120097	0.004424655	8.816787972	0.004424655	TRUE	S	0.070639799	COSMOS_1380
MGTH_J100227.1+021000	150.613031	2.166756	1798	0.00592316	57.9442	26.4648961	25.48361203	0.148455268	2.566740993	0.022122794	0.409382047	0.023495427	7.351163255	0.010263312	7.383981673	0.010263312	TRUE	ET	0.079124193	COSMOS_1380
MGTH_J100315.4+020543	150.814329	2.095156	1765	0.005774292	64.779894	25.79684409	24.84028893	1.888998535	9.602616278	0.022079122	0.982389575	0.009771702	8.433719132	0.001920855	8.466539003	0.001920855	TRUE	Irr	0.1884586	COSMOS_1380
MGTH_J100005.8+015440	150.024251	1.911049	1876	0.006221026	86.415204	27.80204265	26.77126859	0.311564271	4.411456793	0.022214644	0.64458203	0.014984192	7.715674061	0.002801812	7.748489569	0.002801812	TRUE	ET	0.045319571	COSMOS_1380
MGTH_J095829.1+014139	149.621203	1.694047	1843	0.006072071	110.093025	27.13329556	26.12727185	9.466614625	21.68997108	0.022168437	1.336258973	0.007213011	9.177299926	0.000263251	9.210116889	0.000263251	TRUE	Irr	0.129397715	COSMOS_1380
MGTH_J100050.5+012008	150.210259	1.335588	6479	0.021343395	95.042515	96.4698968	92.90901941	1.175797842	26.71724727	0.032341602	1.42679171	0.009855374	9.360280129	0.005985831	9.392948004	0.005985831	TRUE	S	0.360125987	COSMOS_1380
MGTH_J100045.9+015151	150.191228	1.864153	8169	0.027209479	63.016313	123.5165022	118.9651219	0.053828395	20.8126327	0.038291878	1.31832702	0.012628614	8.230707987	0.017869002	8.263318649	0.017869002	FALSE	D	0.048976693	COSMOS_1380
MGTH_J100306.5+015019	150.7770	1.838532	4717	0.015695703	44	70.64590073	68.03391641	0.064881076	4.797070722	0.027509952	0.680976121	0.01756427	7.836217046	0.067098735	7.868940035	0.067098735	TRUE	D	0.223949348	COSMOS_1380
MGTH_J100000.6+023759	150.002307	2.633136	7206	0.02411443	60.008644	109.2178841	105.1897291	0.065729726	6.098648537	0.035012618	0.785233606	0.019386431	8.213186807	0.016829666	8.245827651	0.016829666	FALSE	D	0.056456126	COSMOS_1380
