#Created by Natasha on Wed Nov 11 19:09:39 2020
#Early science data from COSMOS and XMMLSS, 1310-1420MHz
#Only objects with an optical counterpart are included, duplicates have been removed
#Objects with Mstellar -99 are outside the deep imaging footprint
name ra dec freq z Log(MHI) Log(Mstellar) W50 u(W50) Log(SFR) Log(Age) EBV umag gmag rmag Semimaj Semimin PA Inclination
MGTH_J022316.3-052307 35.817838 -5.385289 1.328108 0.069496 9.343000 10.176400 88.491597 44.000000 0.144635 9.903090 0.100000 18.701864 17.564910 17.022346 16.250000 5.212000 330.000000 71.292410
MGTH_J022214.0-045023 35.558235 -4.839604 1.323301 0.073381 9.070000 9.140350 127.951889 44.000000 -0.346385 9.698970 0.100000 20.000271 19.057516 18.702432 8.743000 4.018000 70.000000 62.640787
MGTH_J022056.9-045917 35.237121 -4.988159 1.320584 0.075589 8.977000 7.441550 50.118670 44.000000 0.300932 7.180000 0.600000 22.977286 22.129174 21.561330 4.756000 4.684000 0.000000 9.982340
MGTH_J022307.6-052904 35.781540 -5.484449 1.328526 0.069159 10.392000 10.652000 415.916804 44.000000 0.709182 10.041393 0.300000 18.598338 17.242259 16.514816 27.288000 7.287000 100.000000 74.511768
MGTH_J022339.8-042259 35.915996 -4.383158 1.328944 0.068823 8.617000 10.706300 131.135059 44.000000 0.286045 10.079181 0.100000 18.206445 16.877450 16.215217 13.020000 12.215000 0.000000 20.253193
MGTH_J022511.5-042047 36.297918 -4.346308 1.328944 0.068823 9.415000 8.390400 98.013407 44.000000 -1.176620 9.778151 0.000000 21.302349 20.458373 20.210200 5.417000 4.665000 0.000000 30.550918
MGTH_J022225.0-043108 35.604130 -4.518977 1.328735 0.068991 8.620000 8.463270 -99.000000 -99.000000 1.317790 7.180000 0.600000 20.220755 19.343053 18.978468 7.992000 4.568000 80.000000 55.140111
MGTH_J022444.3-042845 36.184586 -4.479208 1.316614 0.078832 9.750000 9.273080 167.488208 44.000000 -0.117255 9.602060 0.100000 19.638157 18.695452 18.354390 11.409000 7.269000 330.000000 50.421963
MGTH_J022229.7-045314 35.623553 -4.887167 1.314733 0.080376 9.898000 10.332400 310.063856 44.000000 0.569707 9.954243 0.100000 18.187483 17.185747 16.710010 13.569000 7.202000 90.000000 57.942595
MGTH_J022322.2-041956 35.842511 -4.332192 1.319957 0.076100 9.471000 8.028080 98.043986 44.000000 0.539951 7.544068 0.300000 20.440435 19.696385 19.515233 5.816000 3.271000 50.000000 55.777091
MGTH_J022204.6-042017 35.519327 -4.338075 1.311807 0.082786 9.416000 10.210800 -99.000000 -99.000000 0.564151 9.845098 0.100000 18.297692 17.317032 16.863453 11.486000 6.609000 40.000000 -99.000000
MGTH_J022422.4-052604 36.093276 -5.434390 1.320166 0.075930 10.215000 9.912180 161.807513 44.000000 0.290476 9.653213 0.000000 18.083540 17.166933 16.882753 15.789000 10.227000 70.000000 49.629371
MGTH_J022357.0-051918 35.987689 -5.321673 1.320166 0.075930 9.602000 8.994220 45.043768 44.000000 0.536004 8.606547 0.600000 21.376431 20.365564 19.710712 8.221000 7.449000 90.000000 25.028948
MGTH_J022423.2-052549 36.096860 -5.430349 1.319957 0.076100 10.208000 9.513350 143.270872 44.000000 -0.289120 10.000000 0.050000 19.565277 18.537051 18.201266 14.889000 4.141000 80.000000 73.851682
MGTH_J022509.0-051228 36.287526 -5.207728 1.312643 0.082096 10.033000 10.854600 101.790865 44.000000 1.024930 9.903090 0.300000 18.336086 16.994799 16.243253 26.359000 5.895000 110.000000 77.076919
MGTH_J022405.7-051120 36.023851 -5.188827 1.316614 0.078832 9.251000 8.749350 92.554525 44.000000 -0.886996 9.845098 0.000000 20.875302 19.993382 19.718402 5.617000 5.009000 0.000000 26.905111
MGTH_J022504.2-051611 36.267595 -5.269731 1.318285 0.077465 9.898000 9.460860 96.702279 44.000000 -0.262571 9.875061 0.100000 19.818973 18.817897 18.386192 7.698000 7.219000 0.000000 20.318635
MGTH_J022523.2-051252 36.346474 -5.214573 1.318494 0.077294 9.658000 9.232950 90.345150 44.000000 0.452914 8.956549 0.200000 19.022970 18.164702 17.847358 9.567000 5.948000 20.000000 51.558117
MGTH_J022454.9-052548 36.228615 -5.429987 1.313688 0.081235 9.778000 9.025160 92.711399 44.000000 2.028080 7.020001 0.600000 19.210828 18.238080 17.729305 15.185000 5.277000 350.000000 69.664665
